0.20000, 0.00000, -0.00470, 0.19938, 0.00696, -0.00323, 0.03492, 0.00000, 0.03492, -1.10737, -1.11384, 0.00647, -0.34773, -0.35418, 0.00644, 1.43019, 1.46801, -0.03783, -0.00216, 0.00000, -0.00216, 
0.20000, 0.00000, -0.00470, 0.19833, -0.00178, -0.00405, -0.00895, 0.00000, -0.00895, -1.11198, -1.11384, 0.00186, -0.34466, -0.35418, 0.00951, 1.41905, 1.46801, -0.04896, -0.01127, 0.00000, -0.01127, 
0.20000, 0.00000, -0.00470, 0.19574, 0.00567, -0.00564, 0.02896, 0.00000, 0.02896, -1.11966, -1.11384, -0.00582, -0.34835, -0.35418, 0.00583, 1.42108, 1.46801, -0.04694, 0.00796, 0.00000, 0.00796, 
0.22500, 0.00000, -0.00470, 0.22285, 0.00883, -0.00550, 0.03962, 0.00000, 0.03962, -1.13809, -1.13479, -0.00330, -0.21718, -0.21567, -0.00151, 1.34212, 1.35046, -0.00835, -0.00621, 0.00000, -0.00621, 
0.22500, 0.00000, -0.00470, 0.22426, -0.00834, -0.00412, -0.03715, 0.00000, -0.03715, -1.13194, -1.13479, 0.00284, -0.21718, -0.21567, -0.00151, 1.34313, 1.35046, -0.00733, -0.00722, 0.00000, -0.00722, 
0.22500, 0.00000, -0.00470, 0.22560, 0.00540, -0.00367, 0.02395, 0.00000, 0.02395, -1.13041, -1.13479, 0.00438, -0.21473, -0.21567, 0.00095, 1.34515, 1.35046, -0.00531, 0.00796, 0.00000, 0.00796, 
0.25000, 0.00000, -0.00470, 0.25028, 0.00560, -0.00526, 0.02238, 0.00000, 0.02238, -1.17341, -1.16944, -0.00397, -0.05899, -0.06562, 0.00663, 1.22773, 1.23506, -0.00733, 0.00796, 0.00000, 0.00796, 
0.25000, 0.00000, -0.00470, 0.24985, 0.00755, -0.00522, 0.03022, 0.00000, 0.03022, -1.17188, -1.16944, -0.00244, -0.06421, -0.06562, 0.00141, 1.23583, 1.23506, 0.00077, -0.01228, 0.00000, -0.01228, 
0.25000, 0.00000, -0.00470, 0.24718, 0.00902, -0.00756, 0.03648, 0.00000, 0.03648, -1.18109, -1.16944, -0.01165, -0.06513, -0.06562, 0.00049, 1.23178, 1.23506, -0.00328, 0.01302, 0.00000, 0.01302, 
0.17500, 0.00000, -0.00470, 0.16952, 0.00512, -0.00549, 0.03022, 0.00000, 0.03022, -1.11351, -1.10817, -0.00535, -0.47767, -0.48251, 0.00484, 1.53344, 1.59068, -0.05724, -0.00216, 0.00000, -0.00216, 
0.17500, 0.00000, -0.00470, 0.17078, -0.00233, -0.00448, -0.01365, 0.00000, -0.01365, -1.10737, -1.10817, 0.00080, -0.48443, -0.48251, -0.00192, 1.55267, 1.59068, -0.03801, 0.00290, 0.00000, 0.00290, 
0.17500, 0.00000, -0.00470, 0.16883, 0.00224, -0.00523, 0.01330, 0.00000, 0.01330, -1.11198, -1.10817, -0.00381, -0.48904, -0.48251, -0.00652, 1.55672, 1.59068, -0.03396, -0.00722, 0.00000, -0.00722, 
0.15000, 0.00000, -0.00470, 0.14436, 0.00391, -0.00434, 0.02708, 0.00000, 0.02708, -1.11966, -1.12061, 0.00096, -0.60392, -0.60112, -0.00280, 1.67212, 1.72174, -0.04961, 0.00594, 0.00000, 0.00594, 
0.15000, 0.00000, -0.00470, 0.14501, -0.00153, -0.00429, -0.01052, 0.00000, -0.01052, -1.11966, -1.12061, 0.00096, -0.60730, -0.60112, -0.00618, 1.68832, 1.72174, -0.03342, 0.00493, 0.00000, 0.00493, 
0.15000, 0.00000, -0.00470, 0.14437, -0.00673, -0.00389, -0.04655, 0.00000, -0.04655, -1.11812, -1.12061, 0.00249, -0.61344, -0.60112, -0.01232, 1.69844, 1.72174, -0.02329, -0.01734, 0.00000, -0.01734, 
0.15000, -0.02500, -0.00470, 0.14329, -0.03273, -0.00440, -0.22453, -0.16515, -0.05939, -1.11812, -1.11880, 0.00068, -0.59501, -0.59168, -0.00333, 1.66807, 1.71048, -0.04241, -0.18437, -0.16515, -0.01922, 
0.15000, -0.02500, -0.00470, 0.14355, -0.01939, -0.00463, -0.13429, -0.16515, 0.03086, -1.12119, -1.11880, -0.00239, -0.60269, -0.59168, -0.01101, 1.67617, 1.71048, -0.03431, -0.13781, -0.16515, 0.02734, 
0.15000, -0.02500, -0.00470, 0.14574, -0.02624, -0.00438, -0.17816, -0.16515, -0.01301, -1.11812, -1.11880, 0.00068, -0.59808, -0.59168, -0.00640, 1.68832, 1.71048, -0.02216, -0.14894, -0.16515, 0.01621, 
0.17500, -0.02500, -0.00470, 0.17000, -0.02979, -0.00534, -0.17346, -0.14190, -0.03156, -1.11198, -1.10801, -0.00397, -0.47521, -0.47371, -0.00150, 1.55267, 1.58173, -0.02905, -0.12870, -0.14190, 0.01320, 
0.17500, -0.02500, -0.00470, 0.16985, -0.02030, -0.00585, -0.11894, -0.14190, 0.02296, -1.11505, -1.10801, -0.00704, -0.47982, -0.47371, -0.00611, 1.55773, 1.58173, -0.02399, -0.13275, -0.14190, 0.00915, 
0.17500, -0.02500, -0.00470, 0.16803, -0.03298, -0.00582, -0.19383, -0.14190, -0.05193, -1.11505, -1.10801, -0.00704, -0.47214, -0.47371, 0.00157, 1.53648, 1.58173, -0.04525, -0.15906, -0.14190, -0.01717, 
0.20000, -0.02500, -0.00470, 0.19782, -0.01825, -0.00606, -0.09199, -0.12435, 0.03237, -1.12119, -1.11472, -0.00648, -0.34927, -0.34586, -0.00341, 1.45549, 1.46058, -0.00508, -0.10541, -0.12435, 0.01894, 
0.20000, -0.02500, -0.00470, 0.19461, -0.03341, -0.00587, -0.17001, -0.12435, -0.04566, -1.12119, -1.11472, -0.00648, -0.34313, -0.34586, 0.00273, 1.42512, 1.46058, -0.03545, -0.10946, -0.12435, 0.01489, 
0.20000, -0.02500, -0.00470, 0.19746, -0.03396, -0.00321, -0.17033, -0.12435, -0.04597, -1.10737, -1.11472, 0.00735, -0.34620, -0.34586, -0.00034, 1.43424, 1.46058, -0.02634, -0.13072, -0.12435, -0.00637, 
0.22500, -0.02500, -0.00470, 0.22366, -0.01781, -0.00443, -0.07946, -0.11066, 0.03120, -1.13348, -1.13636, 0.00288, -0.21626, -0.20768, -0.00858, 1.34313, 1.34404, -0.00091, -0.10339, -0.11066, 0.00727, 
0.22500, -0.02500, -0.00470, 0.22336, -0.02676, -0.00398, -0.11925, -0.11066, -0.00859, -1.13317, -1.13636, 0.00318, -0.20797, -0.20768, -0.00028, 1.32390, 1.34404, -0.02015, -0.11857, -0.11066, -0.00792, 
