0.01250, -0.15000, -0.00470, 0.00337, -0.14435, -0.00500, -1.54748, -1.48766, -0.05982, -1.12549, -1.12014, -0.00535, -0.61344, -0.59876, -0.01469, 1.71262, 1.71890, -0.00629, 0.08895, -1.48766, 1.57660, 
0.01250, -0.01500, -0.00470, 0.00318, -0.14616, -0.00329, -1.54905, -0.87606, -0.67299, -1.11474, -1.68107, 0.56632, -0.61805, -1.00108, 0.38303, 1.72173, 2.68215, -0.96042, 0.07376, -0.87606, 0.94982, 
0.01250, -0.15000, -0.00470, 0.00782, -0.14382, -0.00267, -1.51646, -1.48766, -0.02880, -1.11198, -1.12014, 0.00817, -0.62419, -0.59876, -0.02544, 1.71262, 1.71890, -0.00629, 0.07882, -1.48766, 1.56648, 
0.02500, -0.15000, -0.00470, 0.02310, -0.14490, -0.00244, -1.41274, -1.40565, -0.00709, -1.10737, -1.11880, 0.01143, -0.60884, -0.59168, -0.01716, 1.68427, 1.71048, -0.02621, 0.16892, -1.40565, 1.57456, 
0.02500, -0.15000, -0.00470, 0.02305, -0.14436, -0.00208, -1.41243, -1.40565, -0.00678, -1.10583, -1.11880, 0.01297, -0.61344, -0.59168, -0.02176, 1.68933, 1.71048, -0.02115, 0.19018, -1.40565, 1.59582, 
0.02500, -0.15000, -0.00470, 0.02419, -0.14877, -0.00234, -1.40961, -1.40565, -0.00396, -1.10737, -1.11880, 0.01143, -0.61344, -0.59168, -0.02176, 1.73792, 1.71048, 0.02744, 0.15475, -1.40565, 1.56039, 
0.03750, -0.15000, -0.00470, 0.03003, -0.14765, -0.00289, -1.37013, -1.32582, -0.04431, -1.10891, -1.11678, 0.00787, -0.60269, -0.57996, -0.02273, 1.70857, 1.69674, 0.01183, 0.27116, -1.32582, 1.59698, 
0.03750, -0.15000, -0.00470, 0.03106, -0.14701, -0.00260, -1.36261, -1.32582, -0.03679, -1.10553, -1.11678, 0.01125, -0.59286, -0.57996, -0.01290, 1.66807, 1.69674, -0.02866, 0.26610, -1.32582, 1.59191, 
0.03750, -0.15000, -0.00470, 0.03062, -0.14837, -0.00266, -1.36731, -1.32582, -0.04149, -1.10737, -1.11678, 0.00941, -0.60269, -0.57996, -0.02273, 1.71363, 1.69674, 0.01689, 0.26812, -1.32582, 1.59394, 
0.05000, -0.15000, -0.00470, 0.04850, -0.14818, -0.00376, -1.25450, -1.24905, -0.00546, -1.10891, -1.11436, 0.00545, -0.56614, -0.56370, -0.00244, 1.65188, 1.67806, -0.02618, 0.34202, -1.24905, 1.59106, 
0.05000, -0.15000, -0.00470, 0.04796, -0.14764, -0.00291, -1.25669, -1.24905, -0.00765, -1.10430, -1.11436, 0.01006, -0.57197, -0.56370, -0.00827, 1.65289, 1.67806, -0.02517, 0.34809, -1.24905, 1.59714, 
0.05000, -0.15000, -0.00470, 0.04828, -0.14909, -0.00267, -1.25763, -1.24905, -0.00859, -1.10276, -1.11436, 0.01160, -0.57320, -0.56370, -0.00950, 1.66807, 1.67806, -0.00999, 0.33898, -1.24905, 1.58803, 
0.05000, -0.17500, -0.00470, 0.04925, -0.17419, -0.00459, -1.29524, -1.29250, -0.00274, -1.10737, -1.10808, 0.00070, -0.45371, -0.44755, -0.00616, 1.56280, 1.55562, 0.00717, 0.29140, -1.29250, 1.58390, 
0.05000, -0.17500, -0.00470, 0.04858, -0.17495, -0.00293, -1.29994, -1.29250, -0.00744, -1.09816, -1.10808, 0.00992, -0.45832, -0.44755, -0.01077, 1.56280, 1.55562, 0.00717, 0.29647, -1.29250, 1.58896, 
0.05000, -0.17500, -0.00470, 0.04758, -0.17451, -0.00330, -1.30464, -1.29250, -0.01214, -1.10031, -1.10808, 0.00777, -0.45371, -0.44755, -0.00616, 1.54660, 1.55562, -0.00902, 0.29140, -1.29250, 1.58390, 
0.05000, -0.20000, -0.00470, 0.04783, -0.19994, -0.00329, -1.33597, -1.32582, -0.01015, -1.11198, -1.11766, 0.00568, -0.31395, -0.32106, 0.00711, 1.39982, 1.43871, -0.03890, 0.26104, -1.32582, 1.58685, 
